id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
131325,boardgame,Timeline: Diversity,2012,2,8,15,15,15,8,1424,6.96606,6.47071,2985,28,91,235,258,117,1.0769
624,boardgame,Quoridor,1997,2,4,15,15,15,8,3400,6.70584,6.47008,4368,235,125,550,1022,317,1.9338
77,boardgame,EastFront,1991,2,2,240,240,240,12,590,7.69107,6.46848,973,53,46,112,305,91,3.6044
4396,boardgame,Odin's Ravens,2002,2,2,30,30,30,10,3099,6.69896,6.46825,3846,139,321,921,1269,368,1.6929
141736,boardgame,Sail to India,2013,3,4,60,60,60,14,1382,6.94618,6.46658,2865,110,154,489,392,105,2.2381
31624,boardgame,League of Six,2007,3,5,60,60,60,12,1591,6.88041,6.46655,1989,117,50,210,478,193,2.886
91620,boardgame,Pastiche,2011,2,4,60,45,60,10,1540,6.91037,6.46624,2114,98,183,531,508,128,2.2813
85036,boardgame,20th Century,2010,3,5,120,120,120,13,1325,6.96208,6.46615,1719,94,66,223,399,122,2.9344
6779,boardgame,The Ark of the Covenant,2003,2,5,30,30,30,8,1294,6.9896,6.46611,1664,89,83,256,598,191,1.9267
114031,boardgame,Copycat,2012,2,4,95,95,95,12,1528,6.89819,6.46468,1773,88,187,522,376,127,2.6929
22143,boardgame,EastFront II,2006,2,2,240,240,240,12,440,8.08109,6.46461,814,18,148,345,199,84,3.5357
24742,boardgame,Cold War: CIA vs KGB,2007,2,2,60,60,60,12,2985,6.69895,6.46459,4547,269,75,380,1054,365,1.8493
166226,boardgame,The Staufer Dynasty,2014,2,5,90,90,90,13,794,7.29955,6.46384,1072,19,124,434,200,65,3.0308
128442,boardgame,Relic,2013,2,4,180,180,180,14,1521,6.99907,6.46322,2867,88,106,563,379,111,2.4775
19526,boardgame,Elasund: The First City,2005,2,4,90,60,90,10,2793,6.71143,6.46167,3274,229,74,339,931,404,2.7327
111417,boardgame,The Great Heartland Hauling Co.,2013,2,4,30,30,30,10,1119,7.06652,6.45824,1892,43,246,609,327,88,1.8977
5781,boardgame,"Edel, Stein & Reich",2003,3,5,60,60,60,9,1364,6.94735,6.45819,1631,55,131,279,479,173,2.0809
4741,boardgame,Warmachine,2003,2,4,60,60,60,12,897,7.34121,6.45615,1101,46,44,112,275,123,3.4065
39927,boardgame,Last Train to Wensleydale,2009,3,4,120,120,120,13,894,7.17108,6.45352,972,38,57,168,336,122,3.2705
3353,boardgame,World War II: Barbarossa to Berlin,2002,2,2,420,420,420,14,897,7.24142,6.45203,1869,95,63,203,388,144,3.5625
142852,boardgame,DC Comics Deck-Building Game: Heroes Unite,2014,2,5,45,45,45,15,749,7.41439,6.45114,1602,21,79,207,134,47,2.0638
136280,boardgame,La Boca,2013,3,6,40,40,40,8,1094,7.05503,6.45005,1262,27,93,351,251,70,1.4286
619,boardgame,The Bottle Imp,1995,3,4,30,30,30,10,2194,6.75002,6.4499,2775,98,137,401,908,236,1.911
62220,boardgame,Urban Sprawl,2011,2,4,180,180,180,12,1661,6.83582,6.44962,2440,199,123,570,626,187,3.3316
71882,boardgame,Conquest of Planet Earth: The Space Alien Game,2010,1,4,60,60,60,12,1207,7.02675,6.44824,2086,84,171,746,398,91,2.1978
40769,boardgame,Valdora,2009,3,5,60,60,60,10,1556,6.87112,6.4479,1596,51,156,476,417,134,2.291
116,boardgame,Guillotine,1998,2,5,30,30,30,12,12741,6.54085,6.4478,16358,436,161,895,3511,1338,1.2765
35503,boardgame,Ra: The Dice Game,2009,2,4,45,45,45,10,1974,6.76649,6.44745,1917,51,214,500,638,201,1.7363
201,boardgame,Rosenknig,1997,2,2,45,45,45,10,1861,6.79643,6.44702,2380,64,109,290,518,206,1.9854
32125,boardgame,Felix: The Cat in the Sack,2007,3,5,20,20,20,8,3707,6.62853,6.44586,4100,132,120,427,1060,447,1.3915
159473,boardgame,Quartermaster General,2014,2,6,90,90,90,12,561,7.64631,6.44531,732,7,156,369,197,83,2.2169
38545,boardgame,Kamisado,2008,2,2,20,20,20,0,1062,7.05954,6.44525,1404,40,84,360,299,92,2.5435
46255,boardgame,Campaign Manager 2008,2009,2,2,50,50,50,10,2126,6.75247,6.4449,2625,319,57,246,724,186,2.2097
361,boardgame,Hare & Tortoise,1973,2,6,45,45,45,8,3182,6.66944,6.44485,4310,207,91,300,1039,340,1.9441
38309,boardgame,God's Playground,2009,3,3,180,180,180,0,603,7.52292,6.44319,848,16,178,353,264,85,3.6471
12477,boardgame,Bootleggers,2004,3,6,120,120,120,14,2714,6.70519,6.44301,3699,314,103,426,1084,341,2.607
119,boardgame,Kingdoms,1994,2,4,45,45,45,9,3468,6.63949,6.44294,4345,232,82,357,1242,377,1.8276
28259,boardgame,Cutthroat Caverns,2007,3,6,90,90,90,12,3393,6.6661,6.44288,4560,218,238,1067,1040,235,2.0766
31105,boardgame,Archaeology: The Card Game,2007,2,4,20,20,20,8,2444,6.73052,6.44284,3155,107,116,420,897,217,1.341
111105,boardgame,Agents of SMERSH,2012,1,4,90,90,90,13,937,7.14332,6.44181,1917,63,271,807,377,75,2.48
13551,boardgame,Oltre Mare,2004,2,5,60,60,60,12,2480,6.7116,6.44175,3583,305,87,312,949,323,2.5201
164265,boardgame,Witness,2014,4,4,15,15,15,13,645,7.46563,6.44137,1234,18,193,644,173,32,1.5
128898,boardgame,New Amsterdam,2012,2,5,90,90,90,12,830,7.22904,6.44111,1086,52,116,350,249,82,3.2195
35761,boardgame,Sylla,2008,2,4,90,60,90,12,1589,6.84596,6.44106,2657,179,83,316,547,171,3.117
12589,boardgame,Razzia!,2004,2,5,45,45,45,12,1598,6.83257,6.43982,1638,61,105,238,552,223,1.9641
494,boardgame,Ave Caesar,1989,2,6,30,30,30,12,3479,6.63909,6.4393,3266,105,234,614,1291,420,1.3643
31759,boardgame,Battletech Introductory Box Set,2002,2,6,120,120,120,14,587,7.65416,6.43806,1487,51,55,184,208,73,3.5068
15511,boardgame,Fjords,2005,2,2,30,30,30,8,2489,6.70125,6.4378,2788,98,239,686,995,363,1.7218
144239,boardgame,Impulse,2013,2,6,60,30,60,14,887,7.17085,6.43775,1737,87,191,672,302,77,2.8442
158900,boardgame,Samurai Spirit,2014,1,7,30,30,30,9,1235,6.98288,6.43767,2249,66,159,774,290,85,2.0941
85005,boardgame,The Boss,2010,2,4,40,40,40,10,1225,6.96495,6.43631,1293,21,81,298,290,113,1.7876
903,boardgame,Hamsterrolle,2000,2,4,30,30,30,7,1418,6.87604,6.43607,1296,34,307,563,535,146,1.0753
8190,boardgame,The Bridges of Shangri-La,2003,3,4,60,60,60,10,1947,6.77697,6.43555,2850,245,55,231,781,220,2.7364
156336,boardgame,Onirim (second edition),2014,1,2,15,15,15,14,763,7.30612,6.43551,2002,37,119,513,184,46,1.5652
117,boardgame,Ta Y,1999,2,4,45,30,45,10,1158,6.99914,6.43461,1475,56,130,354,464,140,2.0786
43868,boardgame,The Adventurers: The Temple of Chac,2009,2,6,45,45,45,10,3714,6.63253,6.43441,4472,193,235,1017,1277,336,1.6756
16772,boardgame,Mall of Horror,2005,3,6,60,60,60,14,2564,6.70468,6.43432,1963,65,175,604,837,327,1.948
46396,boardgame,Ubongo 3D,2009,2,4,30,30,30,10,833,7.20887,6.434,838,9,89,236,200,67,2.0149
120217,boardgame,City of Horror,2012,3,6,90,90,90,13,1658,6.87329,6.43369,2556,95,161,883,431,119,2.395
631,boardgame,Daytona 500,1990,2,4,70,70,70,10,883,7.1803,6.43252,974,76,106,208,400,95,1.7895
27627,boardgame,Talisman (Revised 4th Edition),2007,2,6,90,90,90,13,7421,6.6326,6.43243,10566,344,179,1108,1829,635,2.2189
147253,boardgame,The Ancient World,2014,2,4,60,60,60,13,703,7.37094,6.43193,1236,29,232,772,190,74,2.7703
43152,boardgame,Assyria,2009,2,4,90,45,90,12,1204,6.98133,6.43192,1693,101,93,267,390,121,3.0248
13308,boardgame,Niagara,2004,3,5,45,30,45,8,5868,6.55953,6.43148,6766,287,224,772,1806,732,1.8251
34707,boardgame,The Hanging Gardens,2008,2,4,45,45,45,8,1812,6.78815,6.43113,1547,56,131,435,593,218,1.9679
66214,boardgame,Samarkand: Routes to Riches,2010,2,5,45,45,45,8,1259,6.93759,6.42809,1251,53,151,385,422,131,2.2901
146221,boardgame,Forge War,2015,1,4,180,60,180,0,538,7.75928,6.42774,1277,59,121,491,206,69,3.7246
9027,boardgame,Oasis,2004,3,5,60,60,60,10,1971,6.75506,6.42753,2414,202,60,197,763,257,2.3191
136991,boardgame,Loony Quest,2015,2,5,20,20,20,8,768,7.27986,6.42685,1075,3,137,436,141,65,1.2462
123609,boardgame,Puzzle Strike Shadows,2012,2,4,20,20,20,10,419,8.10547,6.42511,779,26,80,172,108,22,2.9545
81640,boardgame,Florenza,2010,2,5,200,200,200,14,567,7.54393,6.42427,951,29,89,280,173,76,3.7105
118063,boardgame,Infiltration,2012,2,6,45,30,45,14,2597,6.6865,6.4237,3682,184,165,679,633,210,2.0952
1568,boardgame,Space Crusade,1990,2,4,120,120,120,10,1763,6.88202,6.42355,2709,76,169,283,517,205,2.3024
9341,boardgame,Lost Valley,2004,3,4,60,60,60,10,1567,6.82846,6.4217,1872,114,208,610,691,211,2.6066
2251,boardgame,Strat-O-Matic Baseball,1962,1,2,45,45,45,11,687,7.52706,6.42162,973,66,37,84,325,85,2.4118
29972,boardgame,El Capitn,2007,2,5,90,90,90,12,1520,6.83872,6.42108,1980,121,72,263,535,191,2.911
83734,boardgame,Strike of the Eagle,2011,2,4,150,150,150,13,521,7.71873,6.41958,1078,53,104,421,214,90,3.0444
20134,boardgame,The End of the Triumvirate,2005,2,3,60,60,60,10,1434,6.8527,6.41809,1799,165,96,345,678,206,2.7379
5072,boardgame,Carrom,0,2,4,60,60,60,6,1026,7.03601,6.41806,1053,19,44,258,304,108,1.4722
589,boardgame,Wiz-War,1983,2,4,60,60,60,10,1450,6.94455,6.41788,1747,64,116,384,609,165,1.9818
140934,boardgame,Arboretum,2015,2,4,30,30,30,10,728,7.34117,6.41751,1443,21,178,564,217,62,2.1613
1544,boardgame,Beyond Balderdash,1993,2,6,45,45,45,10,1962,6.7786,6.41731,2722,138,31,224,704,185,1.4811
438,boardgame,Scotland Yard,1983,3,6,45,45,45,10,8560,6.52014,6.41652,12462,724,82,596,2392,819,1.9597
161866,boardgame,Zombicide Season 3: Rue Morgue,2015,1,12,60,60,60,14,434,8.0091,6.41632,2087,33,97,254,119,33,2.5455
144826,boardgame,Zombie 15',2014,2,4,15,15,15,14,782,7.28603,6.41612,1918,110,118,490,197,56,2.3214
3720,boardgame,Subbuteo,1947,2,2,20,20,20,6,1145,7.03332,6.41578,1323,44,84,175,382,119,1.8319
1442,boardgame,Victory in the Pacific,1977,2,2,300,300,300,12,936,7.12163,6.4156,1811,73,76,151,409,138,2.3696
99975,boardgame,Timeline: Discoveries,2011,2,8,15,15,15,8,1446,6.86441,6.41502,2771,27,112,315,257,88,1.1591
915,boardgame,Mystery of the Abbey,1995,3,6,120,120,120,10,6091,6.54377,6.41497,7139,257,353,1325,2036,672,2.2158
11057,boardgame,The Great Battles of Alexander: Deluxe Edition,1995,2,4,240,240,240,12,519,7.71264,6.4145,1453,49,58,203,248,110,3.5636
158339,boardgame,Lost Legacy: The Starship,2014,2,4,10,10,10,10,1328,6.90317,6.41354,2908,92,42,191,299,84,1.25
40237,boardgame,Long Shot,2009,3,8,60,60,60,10,1782,6.7805,6.41241,1935,87,130,384,604,188,1.7447
76417,boardgame,Poseidon,2010,2,5,120,90,120,12,837,7.13087,6.41224,1158,46,142,392,293,93,3.5699
134352,boardgame,Two Rooms and a Boom,2013,6,30,15,15,15,8,892,7.15297,6.41223,1465,29,163,812,348,64,1.375
163413,boardgame,Murano,2014,2,4,75,60,75,10,678,7.32879,6.41103,940,18,219,560,153,73,2.7397
68182,boardgame,Isla Dorada,2010,3,6,60,60,60,10,1774,6.78204,6.41057,2569,121,152,624,505,136,2.1838
4636,boardgame,Clans,2002,2,4,30,30,30,10,4075,6.57249,6.41013,3878,184,184,506,1446,503,2.0358
58110,boardgame,Horse Fever,2009,2,6,90,90,90,10,986,7.0987,6.41005,1330,36,109,358,243,89,2.3146
150312,boardgame,Welcome to the Dungeon,2013,2,4,30,30,30,10,1123,6.99235,6.40999,2173,31,202,868,249,100,1.18
16267,boardgame,Trans Europa,2005,2,6,20,20,20,8,2610,6.66359,6.40816,2724,63,122,258,741,331,1.4048
31483,boardgame,Constantinopolis,2010,2,5,90,90,90,12,1116,6.9971,6.40798,1886,132,78,401,365,128,3.1328
33154,boardgame,Wasabi!,2008,2,4,45,30,45,10,4120,6.57662,6.40784,4298,202,205,870,1264,418,1.9091
41749,boardgame,American Rails,2009,3,5,90,90,90,14,495,7.59503,6.40328,682,25,88,214,202,59,2.8644
40760,boardgame,Alea Iacta Est,2009,2,5,60,60,60,9,2212,6.6762,6.40317,2473,60,219,551,737,198,1.899
67928,boardgame,Puzzle Strike,2010,2,4,20,20,20,8,1607,6.83094,6.40112,1543,138,107,396,482,98,2.2755
36399,boardgame,The Napoleonic Wars (Second Edition),2008,2,5,240,240,240,0,658,7.3954,6.40087,1187,25,73,221,235,93,3.3763
142121,boardgame,Guildhall: Job Faire,2013,2,4,45,30,45,10,681,7.31572,6.40072,1449,41,92,193,161,37,2.1892
125752,boardgame,Race! Formula 90,2013,2,6,120,120,120,12,398,8.07922,6.40028,578,8,118,350,114,63,3.4127
40393,boardgame,FITS,2009,1,4,45,45,45,8,2535,6.63874,6.40027,2649,134,128,417,819,201,1.3881
32674,boardgame,Monsterpocalypse,2008,2,4,60,60,60,12,872,7.23275,6.40025,1520,126,121,259,359,117,3.0684
162286,boardgame,Super Motherload,2015,2,4,75,75,75,13,451,7.80741,6.39964,675,13,161,514,113,42,2.3333
20133,boardgame,FAB: The Bulge,2008,2,2,240,240,240,12,582,7.50036,6.39949,1345,74,62,206,315,101,3.0594
19995,boardgame,Canal Mania,2006,2,5,90,90,90,12,1100,6.95627,6.39893,1224,66,72,222,519,166,2.8976
71061,boardgame,DungeonQuest (third edition),2010,1,4,90,90,90,13,2531,6.70685,6.39866,3598,145,147,693,732,196,2.1684
65515,boardgame,Nuns on the Run,2010,2,8,45,45,45,10,2758,6.63116,6.39843,3496,204,161,770,784,197,2.0558
88408,boardgame,Nightfall,2011,2,5,45,45,45,12,3059,6.60875,6.39652,4136,351,55,501,860,226,2.6106
29839,boardgame,Key Harvest,2007,2,4,90,90,90,10,1390,6.82467,6.39649,2495,175,96,309,546,183,3.0383
1155,boardgame,Capitol,2001,2,4,60,60,60,10,1353,6.86219,6.39527,1591,114,92,220,554,157,2.6497
249,boardgame,Lifeboats,1993,3,6,90,90,90,12,2602,6.63624,6.395,2787,94,295,880,955,260,1.8154
42673,boardgame,Field Commander: Napoleon,2011,1,1,180,180,180,12,445,7.8516,6.39498,1156,45,167,518,176,66,2.7576
111732,boardgame,Kings of Air and Steam,2013,2,7,90,90,90,13,949,7.04,6.39493,1365,57,137,485,314,87,2.8161
12750,boardgame,1860: Railways on the Isle of Wight,2004,2,4,240,240,240,13,397,7.87938,6.394,778,16,92,168,211,67,4.0896
15600,boardgame,Kreta,2005,2,4,60,60,60,11,1193,6.91481,6.39332,1029,47,133,314,490,149,2.6644
340,boardgame,Frank's Zoo,1999,3,7,60,60,60,10,2719,6.63405,6.39321,3623,109,77,274,901,295,1.5322
92044,boardgame,Dungeons & Dragons: Conquest of Nerath Board Game,2011,2,4,120,120,120,12,1079,7.03384,6.3923,2202,101,145,568,358,109,2.6239
1117,boardgame,You're Bluffing!,1985,3,5,45,45,45,10,2475,6.67316,6.39213,3475,135,58,230,809,290,1.6138
120,boardgame,Hoity Toity,1990,2,6,45,45,45,12,4110,6.55766,6.3908,5514,352,129,377,1613,517,1.8646
83667,boardgame,First Train to Nuremberg,2010,2,4,120,45,120,12,747,7.20972,6.3899,1751,100,89,247,322,77,3.1818
15510,boardgame,Tower of Babel,2005,3,5,45,45,45,10,2041,6.6928,6.38988,2309,233,58,210,866,289,2.3529
154458,boardgame,Akrotiri,2014,2,2,45,45,45,13,620,7.41254,6.3893,1443,27,220,704,193,56,2.7679
2397,boardgame,Backgammon,-3000,2,2,30,30,30,8,7745,6.51582,6.38733,10578,102,11,109,2270,782,2.0332
130,boardgame,Iron Dragon,1994,2,6,240,240,240,12,1300,6.93792,6.38723,1718,64,63,177,449,136,2.9485
22348,boardgame,Duplik,2005,3,10,45,45,45,12,1032,7.00433,6.38711,1358,26,64,262,263,79,1.2405
156091,boardgame,Sons of Anarchy: Men of Mayhem,2014,3,4,60,60,60,13,577,7.54189,6.38707,1262,36,61,230,151,48,2.625
78733,boardgame,Key Market,2010,2,4,90,90,90,12,565,7.4363,6.38697,630,7,341,674,189,76,3.5263
91514,boardgame,Rhino Hero,2011,2,5,10,10,10,5,939,7.05499,6.38683,1665,13,147,348,256,58,1
154386,boardgame,Medieval Academy,2014,2,5,30,30,30,8,748,7.2361,6.38639,1232,16,278,921,170,56,1.7857
72,boardgame,Verrter,1998,3,4,60,60,60,12,1592,6.76531,6.38602,3313,137,74,216,546,175,2.5886
22897,boardgame,Dreamblade,2006,2,2,60,60,60,13,878,7.15139,6.38356,1145,127,58,119,390,138,2.6884
32412,boardgame,Palastgeflster,2007,3,5,45,45,45,10,1353,6.83868,6.38332,1813,31,76,223,376,145,1.6552
30367,boardgame,Perry Rhodan: The Cosmic League,2007,2,2,30,30,30,10,1395,6.80068,6.38235,2332,126,141,394,541,124,1.9677
592,boardgame,Spades,1938,4,4,60,60,60,10,1585,6.77729,6.38218,942,2,1,14,434,160,2.0313
153016,boardgame,Telestrations: 12 Player Party Pack,2011,4,12,0,0,0,12,413,7.88981,6.37987,966,6,54,131,80,14,1
15818,boardgame,Pickomino,2005,2,7,20,20,20,8,5308,6.51293,6.3794,6546,99,139,397,1522,670,1.1463
7858,boardgame,Ardennes '44,2003,2,2,360,360,360,12,397,7.95646,6.37934,1243,28,78,312,224,90,3.6667
122842,boardgame,Exodus: Proxima Centauri,2012,2,6,180,180,180,14,732,7.25679,6.37926,1657,95,276,1157,298,74,3.6622
116954,boardgame,Indigo,2012,2,4,30,30,30,8,1207,6.88734,6.37798,1774,42,147,443,336,108,1.5648
118695,boardgame,Riff Raff,2012,2,4,30,30,30,8,887,7.07194,6.37772,988,20,231,559,230,62,1.2097
40529,boardgame,Cosmic Encounter,1991,3,6,60,60,60,0,764,7.2061,6.37749,1098,55,8,49,195,50,2.58
94480,boardgame,Pantheon,2011,2,4,90,90,90,13,1222,6.86364,6.37545,1729,118,47,179,328,133,2.7143
929,boardgame,The Great Dalmuti,1995,4,8,60,60,60,8,4836,6.55521,6.37527,6943,237,59,289,1408,509,1.3202
12350,boardgame,Battlestations,2004,2,8,240,240,240,12,853,7.18263,6.37519,1596,117,180,655,454,151,3.404
1234,boardgame,Once Upon a Time: The Storytelling Card Game,1993,2,6,30,30,30,8,4970,6.5396,6.37427,8744,244,158,739,1419,422,1.4171
384,boardgame,TurfMaster,1998,2,8,75,75,75,10,745,7.21526,6.37346,611,12,159,272,284,86,1.9884
36648,boardgame,Pyramid,2008,2,5,45,30,45,8,1037,6.95407,6.37329,1286,18,187,444,343,97,1.3814
41010,boardgame,My First Carcassonne,2009,2,4,10,10,10,4,1503,6.80348,6.37276,2650,49,117,345,488,147,1.1497
119391,boardgame,Il Vecchio,2012,2,4,60,60,60,10,904,7.02793,6.37266,1482,85,64,252,243,84,2.6429
14,boardgame,Basari,1998,3,4,25,25,25,10,1395,6.79948,6.37216,1475,85,50,156,617,175,1.8629
17223,boardgame,World of Warcraft: The Boardgame,2005,2,6,180,180,180,12,4010,6.61387,6.37192,5790,320,135,647,1213,568,3.493
472,boardgame,DungeonQuest,1985,1,4,60,20,60,10,2125,6.67935,6.37112,2848,114,91,314,774,226,1.9248
123219,boardgame,OddVille,2012,2,4,45,45,45,10,1022,6.99069,6.37057,1664,72,79,299,241,80,2.35
38531,boardgame,Powerboats,2008,2,6,60,60,60,9,1589,6.73491,6.37003,1205,43,169,409,553,175,1.7086
118174,boardgame,Compounded,2013,2,5,90,90,90,13,1005,6.99841,6.36953,2292,45,183,646,303,81,2.4568
66587,boardgame,GOSU,2010,2,4,45,45,45,10,2181,6.6856,6.36913,2506,198,54,377,574,169,2.4024
76150,boardgame,Revolver,2011,2,2,45,45,45,12,972,7.01899,6.36872,1661,93,88,396,305,74,1.973
1032,boardgame,B-17: Queen of the Skies,1981,1,2,20,20,20,12,1474,6.87383,6.36767,2498,70,138,360,716,220,2.3364
167270,boardgame,Medina (second edition),2014,2,4,60,60,60,10,502,7.56524,6.36675,1068,18,155,412,121,32,2.4688
73070,boardgame,Olympus,2010,3,5,120,60,120,14,981,6.94192,6.36562,1310,79,62,293,253,96,3.0521
85325,boardgame,Kolejka,2011,2,5,60,60,60,12,1343,6.88141,6.36529,1708,30,99,370,271,126,1.9921
99,boardgame,Fortress America,1986,2,4,180,180,180,12,1989,6.71817,6.36508,2921,161,127,339,729,231,2.6234
29223,boardgame,Marrakech,2007,2,4,30,30,30,6,1668,6.73273,6.36454,1947,66,90,326,445,165,1.3818
19764,boardgame,PNCT,2005,2,2,30,30,30,10,1197,6.86001,6.36318,2029,45,143,347,480,146,2.7671
511,boardgame,Silverton,1991,1,6,180,180,180,12,853,7.07483,6.36296,1488,78,126,301,436,113,3.2301
24310,boardgame,The Red Dragon Inn,2007,2,4,45,45,45,13,3750,6.56466,6.36238,4886,162,173,894,1006,303,1.6469
63759,boardgame,Seeland,2010,2,4,60,45,60,9,1036,6.9327,6.3618,1576,59,133,366,328,103,2.3204
50381,boardgame,Cards Against Humanity,2009,4,30,30,30,30,17,8738,6.53452,6.3609,13878,156,120,837,1914,508,1.2894
66171,boardgame,Dragonheart,2010,2,2,30,30,30,13,2185,6.64265,6.3605,2572,79,77,333,573,179,1.3855
153097,boardgame,Heroes Wanted,2014,1,5,45,45,45,13,821,7.29387,6.35965,1587,60,129,534,227,64,2.5625
67180,boardgame,Tikal II: The Lost Temple,2010,2,4,120,60,120,12,1019,6.92247,6.35693,1603,58,160,512,254,96,2.6146
398,boardgame,Wildlife Safari,1994,2,5,30,20,30,7,2324,6.61628,6.35579,2777,95,122,362,1141,272,1.3051
128931,boardgame,Noblemen,2012,3,5,120,75,120,12,781,7.10147,6.35575,1389,73,49,209,204,85,3.0588
98315,boardgame,The Adventurers: The Pyramid of Horus,2011,2,6,45,45,45,13,1319,6.84494,6.35563,2219,80,147,516,432,98,1.7653
164338,boardgame,The Golden Ages,2014,2,4,90,90,90,12,567,7.49189,6.35549,712,15,184,623,165,66,2.9394
29073,boardgame,Blockers!,2007,2,5,40,30,40,8,1535,6.7293,6.35544,1726,103,32,153,502,165,1.7394
66588,boardgame,Wits & Wagers Family,2010,3,10,20,20,20,8,890,7.03013,6.35344,1794,67,25,133,259,54,1.1481
2533,boardgame,Kupferkessel Co.,2001,2,2,30,30,30,8,949,6.95454,6.35317,1132,29,121,288,360,126,1.6746
4218,boardgame,O Zoo le Mio,2002,2,4,60,45,60,9,1971,6.65009,6.35294,2253,157,95,263,831,247,2.0081
67185,boardgame,Sobek,2010,2,4,40,40,40,8,1353,6.80897,6.35288,1582,50,76,237,294,119,1.7899
172308,boardgame,Broom Service,2015,2,5,75,30,75,10,586,7.37751,6.35276,1028,10,241,778,145,59,2.4407
91523,boardgame,Mondo,2011,1,4,20,20,20,8,1818,6.68386,6.35167,2071,77,122,396,412,119,1.8067
57660,boardgame,Time's Up! Edicin Azul,2006,4,12,45,45,45,12,575,7.39082,6.3514,827,3,6,39,95,46,1.2609
96152,boardgame,Nightfall: Martial Law,2011,2,5,45,45,45,12,712,7.17789,6.35139,1860,117,19,115,156,46,2.6957
145189,boardgame,Timeline: Music & Cinema,2013,2,8,15,15,15,8,988,6.96184,6.35107,2076,11,72,222,155,56,1.1071
49,boardgame,Mamma Mia!,1999,2,5,30,30,30,10,4341,6.50184,6.34924,5286,158,94,344,1203,447,1.3647
71074,boardgame,Expedition: Northwest Passage,2010,2,4,60,60,60,14,743,7.14272,6.3476,1129,38,160,575,239,73,2.6027
124172,boardgame,Tsuro of the Seas,2012,2,8,30,30,30,8,2003,6.67363,6.34694,3844,97,184,814,434,134,1.4403
129731,boardgame,DreadBall: The Futuristic Sports Game,2012,2,2,90,90,90,14,514,7.62947,6.34657,1252,56,61,202,179,67,2.8507
2476,boardgame,Industrial Waste,2001,2,4,60,60,60,12,1370,6.76894,6.34649,1211,51,112,239,516,141,2.6312
27848,boardgame,Age of Conan: The Strategy Board Game,2009,2,4,90,90,90,12,1883,6.70691,6.34632,3238,174,100,490,675,238,3.2563
25729,boardgame,World at War: Eisenbach Gap,2007,2,2,90,90,90,12,579,7.53553,6.34576,1133,30,85,252,253,110,2.5727
133632,boardgame,Mythotopia,2014,2,4,120,60,120,13,745,7.15087,6.34457,1522,61,165,535,283,75,3.08
1198,boardgame,SET,1988,1,20,30,30,30,6,6561,6.49017,6.34422,9129,284,30,264,1777,590,1.7339
22877,boardgame,Fields of Fire,2008,1,1,300,300,300,12,534,7.49187,6.34214,1301,46,187,633,354,148,3.9662
122588,boardgame,Dungeon Command: Sting of Lolth,2012,2,2,90,90,90,12,658,7.37886,6.34163,1808,57,74,275,157,46,2.6087
28,boardgame,Illuminati:  Deluxe Edition,1987,2,8,180,60,180,12,3904,6.57188,6.34138,6313,308,85,365,1095,398,2.6583
98,boardgame,Axis & Allies,1981,2,5,180,180,180,12,7875,6.53585,6.3404,10138,556,49,207,2631,881,3.0295
124965,boardgame,Dungeon Command: Heart of Cormyr,2012,2,2,90,90,90,12,646,7.38128,6.3396,1810,55,71,224,143,43,2.5814
21133,boardgame,Infinity,2005,2,2,60,60,60,12,372,8.05591,6.33946,677,18,43,113,119,60,3.4833
348,boardgame,Merchants of the Middle Ages,1999,2,4,120,120,120,10,1154,6.84468,6.33935,1997,162,147,359,430,147,3.034
3972,boardgame,Catan: Portable Edition,2002,3,4,90,90,90,10,1193,6.85528,6.33884,2516,124,25,86,414,136,2.2426
148601,boardgame,1944: Race to the Rhine,2014,1,3,90,90,90,14,488,7.57539,6.3388,775,28,152,508,141,73,2.8904
22532,boardgame,Wings of War: The Dawn of World War II,2007,2,6,45,45,45,12,1131,6.91004,6.33826,1992,116,62,198,334,134,1.9552
12005,boardgame,Around the World in 80 Days,2004,2,6,70,50,70,10,2471,6.58101,6.33781,2458,97,162,443,932,325,1.8031
128667,boardgame,Samurai Sword,2012,3,7,40,20,40,8,1474,6.77531,6.33718,2565,102,68,444,343,111,1.7207
143401,boardgame,Yunnan,2013,2,5,90,90,90,12,698,7.1838,6.33626,907,22,121,390,190,78,3.2179
18745,boardgame,Sun Tzu,2005,2,2,30,30,30,10,899,7.0062,6.33606,1474,72,92,339,379,105,2.0857
10997,boardgame,Boomtown,2004,3,5,30,30,30,10,2307,6.59094,6.33476,2715,180,84,244,893,274,1.6788
119781,boardgame,Legacy: Gears of Time,2012,2,4,60,60,60,13,702,7.18852,6.33475,1212,71,135,417,233,49,2.7959
691,boardgame,Timbuktu,1993,3,5,60,60,60,10,1528,6.70668,6.33281,1834,102,111,371,536,225,2.7867
160851,boardgame,Lanterns: The Harvest Festival,2015,2,4,30,30,30,8,721,7.20816,6.33163,1456,13,130,459,195,62,1.5645
15290,boardgame,R-Eco,2003,2,5,20,20,20,8,1706,6.66737,6.33151,1834,79,67,210,600,204,1.4902
20,boardgame,Full Metal Planete,1988,2,4,90,90,90,12,552,7.42985,6.33105,712,20,185,317,176,52,3.1346
